case_id,payment_id,exception_type,true_root_cause,expected_decision,actual_decision,decision_ok,resolution_path_ok,operation_ok,passed,investigation_mode,successful_hypotheses
S013,PAY00001,FEE_MISMATCH,FEE_AMOUNT_ERROR,RESOLUTION_CANDIDATE,RESOLUTION_CANDIDATE,True,True,True,True,DETERMINISTIC,1
S014,PAY00005,FEE_MISMATCH,FEE_AMOUNT_ERROR,RESOLUTION_CANDIDATE,RESOLUTION_CANDIDATE,True,True,True,True,DETERMINISTIC,1
S015,PAY00004,SETTLEMENT_AMOUNT_MISMATCH,SETTLEMENT_AMOUNT_ERROR,RESOLUTION_CANDIDATE,RESOLUTION_CANDIDATE,True,True,True,True,DETERMINISTIC,1
S016,PAY00004,REFUND_MISMATCH,REFUND_AMOUNT_ERROR,RESOLUTION_CANDIDATE,RESOLUTION_CANDIDATE,True,True,True,True,DETERMINISTIC,1
S017,PAY00020,REFUND_MISMATCH,REFUND_AMOUNT_ERROR,RESOLUTION_CANDIDATE,RESOLUTION_CANDIDATE,True,True,True,True,DETERMINISTIC,1
S018,PAY00015,MISSING_LEDGER_ENTRY,LEDGER_RECORD_MISSING,RESOLUTION_CANDIDATE,RESOLUTION_CANDIDATE,True,True,True,True,DETERMINISTIC,1
S019,PAY00004,MISSING_SETTLEMENT,SETTLEMENT_RECORD_MISSING,RESOLUTION_CANDIDATE,RESOLUTION_CANDIDATE,True,True,True,True,DETERMINISTIC,1
S020,PAY00003,MISSING_LEDGER_ENTRY,LEDGER_RECORD_MISSING,RESOLUTION_CANDIDATE,RESOLUTION_CANDIDATE,True,True,True,True,DETERMINISTIC,1
S021,PAY00010,DUPLICATE_PAYMENT,DUPLICATE_PAYMENT_RECORD,RESOLUTION_CANDIDATE,RESOLUTION_CANDIDATE,True,True,True,True,DETERMINISTIC,1
S022,PAY00020,REFUND_MISMATCH,REFUND_AMOUNT_ERROR,RESOLUTION_CANDIDATE,RESOLUTION_CANDIDATE,True,True,True,True,DETERMINISTIC,1
S023,PAY00003,SETTLEMENT_AMOUNT_MISMATCH,SETTLEMENT_AMOUNT_ERROR,RESOLUTION_CANDIDATE,RESOLUTION_CANDIDATE,True,True,True,True,DETERMINISTIC,1
S024,PAY00003,FEE_MISMATCH,FEE_AMOUNT_ERROR,RESOLUTION_CANDIDATE,RESOLUTION_CANDIDATE,True,True,True,True,DETERMINISTIC,1
S025,PAY00015,DUPLICATE_PAYMENT,DUPLICATE_PAYMENT_RECORD,RESOLUTION_CANDIDATE,RESOLUTION_CANDIDATE,True,True,True,True,DETERMINISTIC,1
S026,PAY00012,FEE_MISMATCH,FEE_AMOUNT_ERROR,RESOLUTION_CANDIDATE,RESOLUTION_CANDIDATE,True,True,True,True,DETERMINISTIC,1
S027,PAY00012,FEE_MISMATCH,FEE_AMOUNT_ERROR,RESOLUTION_CANDIDATE,RESOLUTION_CANDIDATE,True,True,True,True,DETERMINISTIC,1
S028,PAY00003,MISSING_LEDGER_ENTRY,LEDGER_RECORD_MISSING,RESOLUTION_CANDIDATE,RESOLUTION_CANDIDATE,True,True,True,True,DETERMINISTIC,1
S029,PAY00006,MISSING_LEDGER_ENTRY,LEDGER_RECORD_MISSING,RESOLUTION_CANDIDATE,RESOLUTION_CANDIDATE,True,True,True,True,DETERMINISTIC,1
S030,PAY00008,FEE_MISMATCH,FEE_AMOUNT_ERROR,RESOLUTION_CANDIDATE,RESOLUTION_CANDIDATE,True,True,True,True,DETERMINISTIC,1
S031,PAY00018,FEE_MISMATCH,FEE_AMOUNT_ERROR,RESOLUTION_CANDIDATE,RESOLUTION_CANDIDATE,True,True,True,True,DETERMINISTIC,1
S032,PAY00011,MISSING_SETTLEMENT,SETTLEMENT_RECORD_MISSING,RESOLUTION_CANDIDATE,RESOLUTION_CANDIDATE,True,True,True,True,DETERMINISTIC,1
S033,PAY00009,SETTLEMENT_AMOUNT_MISMATCH,SETTLEMENT_AMOUNT_ERROR,RESOLUTION_CANDIDATE,RESOLUTION_CANDIDATE,True,True,True,True,DETERMINISTIC,1
S034,PAY00019,DUPLICATE_PAYMENT,DUPLICATE_PAYMENT_RECORD,RESOLUTION_CANDIDATE,RESOLUTION_CANDIDATE,True,True,True,True,DETERMINISTIC,1
S035,PAY00011,FEE_MISMATCH,FEE_AMOUNT_ERROR,RESOLUTION_CANDIDATE,RESOLUTION_CANDIDATE,True,True,True,True,DETERMINISTIC,1
S036,PAY00013,DUPLICATE_PAYMENT,DUPLICATE_PAYMENT_RECORD,RESOLUTION_CANDIDATE,RESOLUTION_CANDIDATE,True,True,True,True,DETERMINISTIC,1
S037,PAY00015,FEE_MISMATCH,FEE_AMOUNT_ERROR,RESOLUTION_CANDIDATE,RESOLUTION_CANDIDATE,True,True,True,True,DETERMINISTIC,1
S038,PAY00005,FEE_MISMATCH,FEE_AMOUNT_ERROR,RESOLUTION_CANDIDATE,RESOLUTION_CANDIDATE,True,True,True,True,DETERMINISTIC,1
S039,PAY00019,MISSING_SETTLEMENT,SETTLEMENT_RECORD_MISSING,RESOLUTION_CANDIDATE,RESOLUTION_CANDIDATE,True,True,True,True,DETERMINISTIC,1
S040,PAY00019,MISSING_SETTLEMENT,SETTLEMENT_RECORD_MISSING,RESOLUTION_CANDIDATE,RESOLUTION_CANDIDATE,True,True,True,True,DETERMINISTIC,1
S041,PAY00017,MISSING_SETTLEMENT,SETTLEMENT_RECORD_MISSING,RESOLUTION_CANDIDATE,RESOLUTION_CANDIDATE,True,True,True,True,DETERMINISTIC,1
S042,PAY00003,SETTLEMENT_AMOUNT_MISMATCH,SETTLEMENT_AMOUNT_ERROR,RESOLUTION_CANDIDATE,RESOLUTION_CANDIDATE,True,True,True,True,DETERMINISTIC,1
S043,PAY00005,DUPLICATE_PAYMENT,DUPLICATE_PAYMENT_RECORD,RESOLUTION_CANDIDATE,RESOLUTION_CANDIDATE,True,True,True,True,DETERMINISTIC,1
S044,PAY00006,DUPLICATE_PAYMENT,DUPLICATE_PAYMENT_RECORD,RESOLUTION_CANDIDATE,RESOLUTION_CANDIDATE,True,True,True,True,DETERMINISTIC,1
S045,PAY00014,MISSING_LEDGER_ENTRY,LEDGER_RECORD_MISSING,RESOLUTION_CANDIDATE,RESOLUTION_CANDIDATE,True,True,True,True,DETERMINISTIC,1
S046,PAY00003,MISSING_SETTLEMENT,SETTLEMENT_RECORD_MISSING,RESOLUTION_CANDIDATE,RESOLUTION_CANDIDATE,True,True,True,True,DETERMINISTIC,1
S047,PAY00013,MISSING_LEDGER_ENTRY,LEDGER_RECORD_MISSING,RESOLUTION_CANDIDATE,RESOLUTION_CANDIDATE,True,True,True,True,DETERMINISTIC,1
S048,PAY00015,MISSING_LEDGER_ENTRY,LEDGER_RECORD_MISSING,RESOLUTION_CANDIDATE,RESOLUTION_CANDIDATE,True,True,True,True,DETERMINISTIC,1
S049,PAY00009,MISSING_LEDGER_ENTRY,LEDGER_RECORD_MISSING,RESOLUTION_CANDIDATE,RESOLUTION_CANDIDATE,True,True,True,True,DETERMINISTIC,1
S050,PAY00001,DUPLICATE_PAYMENT,DUPLICATE_PAYMENT_RECORD,RESOLUTION_CANDIDATE,RESOLUTION_CANDIDATE,True,True,True,True,DETERMINISTIC,1
S051,PAY00004,DUPLICATE_PAYMENT,DUPLICATE_PAYMENT_RECORD,RESOLUTION_CANDIDATE,RESOLUTION_CANDIDATE,True,True,True,True,DETERMINISTIC,1
S052,PAY00011,SETTLEMENT_AMOUNT_MISMATCH,SETTLEMENT_AMOUNT_ERROR,RESOLUTION_CANDIDATE,RESOLUTION_CANDIDATE,True,True,True,True,DETERMINISTIC,1
S053,PAY00014,FEE_MISMATCH,FEE_AMOUNT_ERROR,RESOLUTION_CANDIDATE,RESOLUTION_CANDIDATE,True,True,True,True,DETERMINISTIC,1
S054,PAY00001,DUPLICATE_PAYMENT,DUPLICATE_PAYMENT_RECORD,RESOLUTION_CANDIDATE,RESOLUTION_CANDIDATE,True,True,True,True,DETERMINISTIC,1
S055,PAY00009,MISSING_LEDGER_ENTRY,LEDGER_RECORD_MISSING,RESOLUTION_CANDIDATE,RESOLUTION_CANDIDATE,True,True,True,True,DETERMINISTIC,1
S056,PAY00006,MISSING_LEDGER_ENTRY,LEDGER_RECORD_MISSING,RESOLUTION_CANDIDATE,RESOLUTION_CANDIDATE,True,True,True,True,DETERMINISTIC,1
S057,PAY00004,DUPLICATE_PAYMENT,DUPLICATE_PAYMENT_RECORD,RESOLUTION_CANDIDATE,RESOLUTION_CANDIDATE,True,True,True,True,DETERMINISTIC,1
S058,PAY00010,DUPLICATE_PAYMENT,DUPLICATE_PAYMENT_RECORD,RESOLUTION_CANDIDATE,RESOLUTION_CANDIDATE,True,True,True,True,DETERMINISTIC,1
S059,PAY00017,MISSING_LEDGER_ENTRY,LEDGER_RECORD_MISSING,RESOLUTION_CANDIDATE,RESOLUTION_CANDIDATE,True,True,True,True,DETERMINISTIC,1
S060,PAY00007,FEE_MISMATCH,FEE_AMOUNT_ERROR,RESOLUTION_CANDIDATE,RESOLUTION_CANDIDATE,True,True,True,True,DETERMINISTIC,1
S061,PAY00006,MISSING_LEDGER_ENTRY,LEDGER_RECORD_MISSING,RESOLUTION_CANDIDATE,RESOLUTION_CANDIDATE,True,True,True,True,DETERMINISTIC,1
S062,PAY00017,SETTLEMENT_AMOUNT_MISMATCH,SETTLEMENT_AMOUNT_ERROR,RESOLUTION_CANDIDATE,RESOLUTION_CANDIDATE,True,True,True,True,DETERMINISTIC,1
S063,PAY00011,MISSING_SETTLEMENT,SETTLEMENT_RECORD_MISSING,RESOLUTION_CANDIDATE,RESOLUTION_CANDIDATE,True,True,True,True,DETERMINISTIC,1
S064,PAY00001,SETTLEMENT_AMOUNT_MISMATCH,SETTLEMENT_AMOUNT_ERROR,RESOLUTION_CANDIDATE,RESOLUTION_CANDIDATE,True,True,True,True,DETERMINISTIC,1
S065,PAY00010,FEE_MISMATCH,FEE_AMOUNT_ERROR,RESOLUTION_CANDIDATE,RESOLUTION_CANDIDATE,True,True,True,True,DETERMINISTIC,1
S066,PAY00008,MISSING_LEDGER_ENTRY,LEDGER_RECORD_MISSING,RESOLUTION_CANDIDATE,RESOLUTION_CANDIDATE,True,True,True,True,DETERMINISTIC,1
S067,PAY00003,SETTLEMENT_AMOUNT_MISMATCH,SETTLEMENT_AMOUNT_ERROR,RESOLUTION_CANDIDATE,RESOLUTION_CANDIDATE,True,True,True,True,DETERMINISTIC,1
S068,PAY00016,SETTLEMENT_AMOUNT_MISMATCH,SETTLEMENT_AMOUNT_ERROR,RESOLUTION_CANDIDATE,RESOLUTION_CANDIDATE,True,True,True,True,DETERMINISTIC,1
S069,PAY00005,FEE_MISMATCH,FEE_AMOUNT_ERROR,RESOLUTION_CANDIDATE,RESOLUTION_CANDIDATE,True,True,True,True,DETERMINISTIC,1
S070,PAY00018,FEE_MISMATCH,FEE_AMOUNT_ERROR,RESOLUTION_CANDIDATE,RESOLUTION_CANDIDATE,True,True,True,True,DETERMINISTIC,1
S071,PAY00017,MISSING_LEDGER_ENTRY,LEDGER_RECORD_MISSING,RESOLUTION_CANDIDATE,RESOLUTION_CANDIDATE,True,True,True,True,DETERMINISTIC,1
S072,PAY00014,FEE_MISMATCH,FEE_AMOUNT_ERROR,RESOLUTION_CANDIDATE,RESOLUTION_CANDIDATE,True,True,True,True,DETERMINISTIC,1
S073,PAY00007,DUPLICATE_PAYMENT,DUPLICATE_PAYMENT_RECORD,RESOLUTION_CANDIDATE,RESOLUTION_CANDIDATE,True,True,True,True,DETERMINISTIC,1
S074,PAY00010,MISSING_SETTLEMENT,SETTLEMENT_RECORD_MISSING,RESOLUTION_CANDIDATE,RESOLUTION_CANDIDATE,True,True,True,True,DETERMINISTIC,1
S075,PAY00012,MISSING_SETTLEMENT,SETTLEMENT_RECORD_MISSING,RESOLUTION_CANDIDATE,RESOLUTION_CANDIDATE,True,True,True,True,DETERMINISTIC,1
S076,PAY00017,MISSING_SETTLEMENT,SETTLEMENT_RECORD_MISSING,RESOLUTION_CANDIDATE,RESOLUTION_CANDIDATE,True,True,True,True,DETERMINISTIC,1
S077,PAY00004,FEE_MISMATCH,FEE_AMOUNT_ERROR,RESOLUTION_CANDIDATE,HUMAN_REVIEW,False,False,False,False,AI_FALLBACK_DETERMINISTIC,2
S078,PAY00001,MISSING_LEDGER_ENTRY,LEDGER_RECORD_MISSING,RESOLUTION_CANDIDATE,RESOLUTION_CANDIDATE,True,True,True,True,DETERMINISTIC,1
S079,PAY00018,FEE_MISMATCH,FEE_AMOUNT_ERROR,RESOLUTION_CANDIDATE,RESOLUTION_CANDIDATE,True,True,True,True,DETERMINISTIC,1
S080,PAY00008,SETTLEMENT_AMOUNT_MISMATCH,SETTLEMENT_AMOUNT_ERROR,RESOLUTION_CANDIDATE,RESOLUTION_CANDIDATE,True,True,True,True,DETERMINISTIC,1
S081,PAY00003,MISSING_LEDGER_ENTRY,LEDGER_RECORD_MISSING,RESOLUTION_CANDIDATE,RESOLUTION_CANDIDATE,True,True,True,True,DETERMINISTIC,1
S082,PAY00016,FEE_MISMATCH,FEE_AMOUNT_ERROR,RESOLUTION_CANDIDATE,RESOLUTION_CANDIDATE,True,True,True,True,DETERMINISTIC,1
S083,PAY00005,DUPLICATE_PAYMENT,DUPLICATE_PAYMENT_RECORD,RESOLUTION_CANDIDATE,RESOLUTION_CANDIDATE,True,True,True,True,DETERMINISTIC,1
S084,PAY00019,MISSING_LEDGER_ENTRY,LEDGER_RECORD_MISSING,RESOLUTION_CANDIDATE,RESOLUTION_CANDIDATE,True,True,True,True,DETERMINISTIC,1
S085,PAY00016,FEE_MISMATCH,FEE_AMOUNT_ERROR,RESOLUTION_CANDIDATE,RESOLUTION_CANDIDATE,True,True,True,True,DETERMINISTIC,1
S086,PAY00004,DUPLICATE_PAYMENT,DUPLICATE_PAYMENT_RECORD,RESOLUTION_CANDIDATE,RESOLUTION_CANDIDATE,True,True,True,True,DETERMINISTIC,1
S087,PAY00014,MISSING_SETTLEMENT,SETTLEMENT_RECORD_MISSING,RESOLUTION_CANDIDATE,RESOLUTION_CANDIDATE,True,True,True,True,DETERMINISTIC,1
S088,PAY00015,DUPLICATE_PAYMENT,DUPLICATE_PAYMENT_RECORD,RESOLUTION_CANDIDATE,RESOLUTION_CANDIDATE,True,True,True,True,DETERMINISTIC,1
S089,PAY00002,DUPLICATE_PAYMENT,DUPLICATE_PAYMENT_RECORD,RESOLUTION_CANDIDATE,RESOLUTION_CANDIDATE,True,True,True,True,DETERMINISTIC,1
S090,PAY00004,SETTLEMENT_AMOUNT_MISMATCH,SETTLEMENT_AMOUNT_ERROR,RESOLUTION_CANDIDATE,RESOLUTION_CANDIDATE,True,True,True,True,DETERMINISTIC,1
S091,PAY00011,SETTLEMENT_AMOUNT_MISMATCH,SETTLEMENT_AMOUNT_ERROR,RESOLUTION_CANDIDATE,RESOLUTION_CANDIDATE,True,True,True,True,DETERMINISTIC,1
S092,PAY00007,FEE_MISMATCH,FEE_AMOUNT_ERROR,RESOLUTION_CANDIDATE,RESOLUTION_CANDIDATE,True,True,True,True,DETERMINISTIC,1
S093,PAY00015,FEE_MISMATCH,FEE_AMOUNT_ERROR,RESOLUTION_CANDIDATE,RESOLUTION_CANDIDATE,True,True,True,True,DETERMINISTIC,1
S094,PAY00015,FEE_MISMATCH,FEE_AMOUNT_ERROR,RESOLUTION_CANDIDATE,RESOLUTION_CANDIDATE,True,True,True,True,DETERMINISTIC,1
S095,PAY00015,MISSING_LEDGER_ENTRY,LEDGER_RECORD_MISSING,RESOLUTION_CANDIDATE,RESOLUTION_CANDIDATE,True,True,True,True,DETERMINISTIC,1
S096,PAY00004,SETTLEMENT_AMOUNT_MISMATCH,SETTLEMENT_AMOUNT_ERROR,RESOLUTION_CANDIDATE,RESOLUTION_CANDIDATE,True,True,True,True,DETERMINISTIC,1
S097,PAY00018,SETTLEMENT_AMOUNT_MISMATCH,SETTLEMENT_AMOUNT_ERROR,RESOLUTION_CANDIDATE,RESOLUTION_CANDIDATE,True,True,True,True,DETERMINISTIC,1
S098,PAY00008,FEE_MISMATCH,FEE_AMOUNT_ERROR,RESOLUTION_CANDIDATE,RESOLUTION_CANDIDATE,True,True,True,True,DETERMINISTIC,1
S099,PAY00016,MISSING_SETTLEMENT,SETTLEMENT_RECORD_MISSING,RESOLUTION_CANDIDATE,RESOLUTION_CANDIDATE,True,True,True,True,DETERMINISTIC,1
S100,PAY00007,MISSING_SETTLEMENT,SETTLEMENT_RECORD_MISSING,RESOLUTION_CANDIDATE,RESOLUTION_CANDIDATE,True,True,True,True,DETERMINISTIC,1
S101,PAY00002,FEE_MISMATCH,FEE_AMOUNT_ERROR,RESOLUTION_CANDIDATE,RESOLUTION_CANDIDATE,True,True,True,True,DETERMINISTIC,1
S102,PAY00001,MISSING_SETTLEMENT,SETTLEMENT_RECORD_MISSING,RESOLUTION_CANDIDATE,RESOLUTION_CANDIDATE,True,True,True,True,DETERMINISTIC,1
S103,PAY00009,MISSING_SETTLEMENT,SETTLEMENT_RECORD_MISSING,RESOLUTION_CANDIDATE,RESOLUTION_CANDIDATE,True,True,True,True,DETERMINISTIC,1
S104,PAY00010,MISSING_SETTLEMENT,SETTLEMENT_RECORD_MISSING,RESOLUTION_CANDIDATE,RESOLUTION_CANDIDATE,True,True,True,True,DETERMINISTIC,1
S105,PAY00018,DUPLICATE_PAYMENT,DUPLICATE_PAYMENT_RECORD,RESOLUTION_CANDIDATE,RESOLUTION_CANDIDATE,True,True,True,True,DETERMINISTIC,1
S106,PAY00016,FEE_MISMATCH,FEE_AMOUNT_ERROR,RESOLUTION_CANDIDATE,RESOLUTION_CANDIDATE,True,True,True,True,DETERMINISTIC,1
S107,PAY00010,FEE_MISMATCH,FEE_AMOUNT_ERROR,RESOLUTION_CANDIDATE,RESOLUTION_CANDIDATE,True,True,True,True,DETERMINISTIC,1
S108,PAY00019,DUPLICATE_PAYMENT,DUPLICATE_PAYMENT_RECORD,RESOLUTION_CANDIDATE,RESOLUTION_CANDIDATE,True,True,True,True,DETERMINISTIC,1
S109,PAY00018,SETTLEMENT_AMOUNT_MISMATCH,SETTLEMENT_AMOUNT_ERROR,RESOLUTION_CANDIDATE,RESOLUTION_CANDIDATE,True,True,True,True,DETERMINISTIC,1
S110,PAY00011,SETTLEMENT_AMOUNT_MISMATCH,SETTLEMENT_AMOUNT_ERROR,RESOLUTION_CANDIDATE,RESOLUTION_CANDIDATE,True,True,True,True,DETERMINISTIC,1
S111,PAY00019,MISSING_SETTLEMENT,SETTLEMENT_RECORD_MISSING,RESOLUTION_CANDIDATE,RESOLUTION_CANDIDATE,True,True,True,True,DETERMINISTIC,1
S112,PAY00017,MISSING_LEDGER_ENTRY,LEDGER_RECORD_MISSING,RESOLUTION_CANDIDATE,RESOLUTION_CANDIDATE,True,True,True,True,DETERMINISTIC,1
S113,PAY00006,SETTLEMENT_AMOUNT_MISMATCH,SETTLEMENT_AMOUNT_ERROR,RESOLUTION_CANDIDATE,RESOLUTION_CANDIDATE,True,True,True,True,DETERMINISTIC,1
S114,PAY00003,FEE_MISMATCH,FEE_AMOUNT_ERROR,RESOLUTION_CANDIDATE,RESOLUTION_CANDIDATE,True,True,True,True,DETERMINISTIC,1
S115,PAY00020,SETTLEMENT_AMOUNT_MISMATCH,SETTLEMENT_AMOUNT_ERROR,RESOLUTION_CANDIDATE,RESOLUTION_CANDIDATE,True,True,True,True,DETERMINISTIC,1
S116,PAY00008,MISSING_SETTLEMENT,SETTLEMENT_RECORD_MISSING,RESOLUTION_CANDIDATE,RESOLUTION_CANDIDATE,True,True,True,True,DETERMINISTIC,1
S117,PAY00004,MISSING_LEDGER_ENTRY,LEDGER_RECORD_MISSING,RESOLUTION_CANDIDATE,RESOLUTION_CANDIDATE,True,True,True,True,DETERMINISTIC,1
S118,PAY00008,MISSING_LEDGER_ENTRY,LEDGER_RECORD_MISSING,RESOLUTION_CANDIDATE,RESOLUTION_CANDIDATE,True,True,True,True,DETERMINISTIC,1
S119,PAY00020,SETTLEMENT_AMOUNT_MISMATCH,SETTLEMENT_AMOUNT_ERROR,RESOLUTION_CANDIDATE,RESOLUTION_CANDIDATE,True,True,True,True,DETERMINISTIC,1
S120,PAY00003,MISSING_SETTLEMENT,SETTLEMENT_RECORD_MISSING,RESOLUTION_CANDIDATE,RESOLUTION_CANDIDATE,True,True,True,True,DETERMINISTIC,1
S121,PAY00019,MISSING_LEDGER_ENTRY,LEDGER_RECORD_MISSING,RESOLUTION_CANDIDATE,RESOLUTION_CANDIDATE,True,True,True,True,DETERMINISTIC,1
S122,PAY00017,REFUND_MISMATCH,REFUND_AMOUNT_ERROR,RESOLUTION_CANDIDATE,RESOLUTION_CANDIDATE,True,True,True,True,DETERMINISTIC,1
S123,PAY00007,DUPLICATE_PAYMENT,DUPLICATE_PAYMENT_RECORD,RESOLUTION_CANDIDATE,RESOLUTION_CANDIDATE,True,True,True,True,DETERMINISTIC,1
S124,PAY00011,FEE_MISMATCH,FEE_AMOUNT_ERROR,RESOLUTION_CANDIDATE,RESOLUTION_CANDIDATE,True,True,True,True,DETERMINISTIC,1
S125,PAY00013,FEE_MISMATCH,FEE_AMOUNT_ERROR,RESOLUTION_CANDIDATE,RESOLUTION_CANDIDATE,True,True,True,True,DETERMINISTIC,1
S126,PAY00003,SETTLEMENT_AMOUNT_MISMATCH,SETTLEMENT_AMOUNT_ERROR,RESOLUTION_CANDIDATE,RESOLUTION_CANDIDATE,True,True,True,True,DETERMINISTIC,1
S127,PAY00020,MISSING_LEDGER_ENTRY,LEDGER_RECORD_MISSING,RESOLUTION_CANDIDATE,RESOLUTION_CANDIDATE,True,True,True,True,DETERMINISTIC,1
S128,PAY00004,SETTLEMENT_AMOUNT_MISMATCH,SETTLEMENT_AMOUNT_ERROR,RESOLUTION_CANDIDATE,RESOLUTION_CANDIDATE,True,True,True,True,DETERMINISTIC,1
S129,PAY00007,MISSING_LEDGER_ENTRY,LEDGER_RECORD_MISSING,RESOLUTION_CANDIDATE,RESOLUTION_CANDIDATE,True,True,True,True,DETERMINISTIC,1
S130,PAY00009,FEE_MISMATCH,FEE_AMOUNT_ERROR,RESOLUTION_CANDIDATE,HUMAN_REVIEW,False,False,False,False,AI_FALLBACK_DETERMINISTIC,2
S131,PAY00003,FEE_MISMATCH,FEE_AMOUNT_ERROR,RESOLUTION_CANDIDATE,RESOLUTION_CANDIDATE,True,True,True,True,DETERMINISTIC,1
S132,PAY00010,FEE_MISMATCH,FEE_AMOUNT_ERROR,RESOLUTION_CANDIDATE,RESOLUTION_CANDIDATE,True,True,True,True,DETERMINISTIC,1
S133,PAY00018,DUPLICATE_PAYMENT,DUPLICATE_PAYMENT_RECORD,RESOLUTION_CANDIDATE,RESOLUTION_CANDIDATE,True,True,True,True,DETERMINISTIC,1
S134,PAY00010,MISSING_LEDGER_ENTRY,LEDGER_RECORD_MISSING,RESOLUTION_CANDIDATE,RESOLUTION_CANDIDATE,True,True,True,True,DETERMINISTIC,1
S135,PAY00017,SETTLEMENT_AMOUNT_MISMATCH,SETTLEMENT_AMOUNT_ERROR,RESOLUTION_CANDIDATE,RESOLUTION_CANDIDATE,True,True,True,True,DETERMINISTIC,1
S136,PAY00004,FEE_MISMATCH,FEE_AMOUNT_ERROR,RESOLUTION_CANDIDATE,HUMAN_REVIEW,False,False,False,False,AI_FALLBACK_DETERMINISTIC,2
S137,PAY00004,SETTLEMENT_AMOUNT_MISMATCH,SETTLEMENT_AMOUNT_ERROR,RESOLUTION_CANDIDATE,RESOLUTION_CANDIDATE,True,True,True,True,DETERMINISTIC,1
S138,PAY00018,FEE_MISMATCH,FEE_AMOUNT_ERROR,RESOLUTION_CANDIDATE,RESOLUTION_CANDIDATE,True,True,True,True,DETERMINISTIC,1
S139,PAY00010,MISSING_LEDGER_ENTRY,LEDGER_RECORD_MISSING,RESOLUTION_CANDIDATE,RESOLUTION_CANDIDATE,True,True,True,True,DETERMINISTIC,1
S140,PAY00007,DUPLICATE_PAYMENT,DUPLICATE_PAYMENT_RECORD,RESOLUTION_CANDIDATE,RESOLUTION_CANDIDATE,True,True,True,True,DETERMINISTIC,1
S141,PAY00011,FEE_MISMATCH,FEE_AMOUNT_ERROR,RESOLUTION_CANDIDATE,RESOLUTION_CANDIDATE,True,True,True,True,DETERMINISTIC,1
S142,PAY00017,MISSING_SETTLEMENT,SETTLEMENT_RECORD_MISSING,RESOLUTION_CANDIDATE,RESOLUTION_CANDIDATE,True,True,True,True,DETERMINISTIC,1
S143,PAY00009,SETTLEMENT_AMOUNT_MISMATCH,SETTLEMENT_AMOUNT_ERROR,RESOLUTION_CANDIDATE,RESOLUTION_CANDIDATE,True,True,True,True,DETERMINISTIC,1
S144,PAY00002,SETTLEMENT_AMOUNT_MISMATCH,SETTLEMENT_AMOUNT_ERROR,RESOLUTION_CANDIDATE,RESOLUTION_CANDIDATE,True,True,True,True,DETERMINISTIC,1
S145,PAY00005,DUPLICATE_PAYMENT,DUPLICATE_PAYMENT_RECORD,RESOLUTION_CANDIDATE,RESOLUTION_CANDIDATE,True,True,True,True,DETERMINISTIC,1
